"Id","Prediction1","Prediction2","Prediction3","Prediction4","Prediction5","Prediction6","Prediction7","Prediction8","Prediction9"
"pm3rVgJhEeilG2I0j8Aw",0.176,0.2,0.274,0.062,0.042,0.08,0.006,0.046,0.114
"pMDRISwKZUvPCrms5OkB",0.11,0.042,0.014,0.094,0.024,0.068,0.048,0.532,0.068
"Pmeqh0E3G7tkOdlgDIJB",0.066,0.666,0.112,0.034,0.016,0.05,0.002,0.028,0.026
"pMhowdr1Cm7uY9La02JF",0.098,0.59,0.118,0.032,0.03,0.044,0.012,0.038,0.038
"PMjlYond498EzDr1IUKt",0.19,0.11,0.358,0.072,0.062,0.058,0.008,0.038,0.104
"PmjRQr8avVnGMcNS9WBF",0.174,0.192,0.372,0.034,0.04,0.046,0.022,0.026,0.094
"pmNPMnuTRb4jGWCK3U98",0.192,0.144,0.388,0.052,0.056,0.038,0.014,0.036,0.08
"pMqE3m08IUnXRSQLah25",0.274,0.366,0.122,0.022,0.008,0.048,0.008,0.04,0.112
"Pms1GzBAcOUwTvSXEM5I",0.386,0.13,0.112,0.078,0.014,0.138,0.022,0.046,0.074
"Pmw27xuWaTyviCl1LYBb",0.208,0.306,0.134,0.056,0.012,0.136,0.018,0.038,0.092
"PmYa7K9ep02OCFw6GLWZ",0.1,0.054,0.086,0.196,0.078,0.104,0.126,0.162,0.094
"pMZYC6BzvHyUlGtm0QN7",0.262,0.178,0.122,0.064,0.01,0.1,0.036,0.116,0.112
"pN3JDigzxGEKfZF9ChM1",0.332,0.13,0.094,0.122,0.028,0.078,0.04,0.09,0.086
"pn41lLQktCfKxFZzb6aw",0.174,0.114,0.076,0.194,0.052,0.144,0.03,0.064,0.152
"pn5rkDF0Re6oKWBxHuN2",0.168,0.056,0.026,0.16,0.068,0.196,0.052,0.136,0.138
"PnAghtqRH7mdwVse0X1N",0.096,0.024,0.018,0.246,0.048,0.094,0.228,0.164,0.082
"PncCBfHJlbitd3QT1hOy",0.15,0.522,0.15,0.036,0.014,0.038,0.002,0.02,0.068
"pnGygPmNbS432lsHU5EQ",0.2,0.234,0.194,0.076,0.026,0.076,0.022,0.058,0.114
"pNgzvT2QA9u8XefZiqtn",0.18,0.122,0.098,0.122,0.02,0.154,0.06,0.102,0.142
"pnHfOTrdSPmQKeVRGNak",0.172,0.21,0.404,0.028,0.034,0.032,0.022,0.034,0.064
"PnJ9yZuOi6qRDaSYUb7N",0.154,0.178,0.36,0.07,0.052,0.046,0.03,0.032,0.078
"pnJC6GuIqgH3SDvWsE5T",0.142,0.178,0.36,0.044,0.05,0.06,0.02,0.066,0.08
"PnJLU2eQVgf7hMbykqRj",0.184,0.532,0.142,0.016,0.012,0.038,0.014,0.01,0.052
"PnJmCgNOKfA5X4lQZF7G",0.144,0.076,0.064,0.13,0.028,0.102,0.082,0.148,0.226
"pNJqb2WKPgDYkxfhCl3U",0.126,0.53,0.178,0.026,0.006,0.05,0.01,0.03,0.044
"PnKeHIy2orZ90T3tXwlE",0.146,0.204,0.136,0.116,0.038,0.13,0.044,0.096,0.09
"pnLyJP7GI2ogiwYNEb3j",0.134,0.528,0.128,0.028,0.008,0.054,0.008,0.034,0.078
"PNm6h7LKARsWfTun8c5C",0.108,0.028,0.022,0.12,0.026,0.088,0.078,0.46,0.07
"pnmRZvTeBGkQdK9CMOx4",0.1,0.014,0.012,0.248,0.034,0.11,0.156,0.23,0.096
"pNPFhUondwmQkOrTjsA1",0.114,0.128,0.504,0.036,0.046,0.046,0.032,0.048,0.046
"PNqhKY0JwXCx9vBLRVZt",0.124,0.312,0.164,0.056,0.054,0.144,0.016,0.062,0.068
"pnRkPx57AluHeJSbjVy6",0.162,0.11,0.39,0.05,0.032,0.07,0.032,0.088,0.066
"pNuIiOdRBh9CYVKcrbM1",0.138,0.532,0.134,0.024,0.004,0.042,0.01,0.046,0.07
"pnvRiaV0PxbGM1D3gWFo",0.282,0.16,0.126,0.062,0.03,0.088,0.048,0.092,0.112
"pnXbsI5aVtKzf28QuGFY",0.11,0.532,0.124,0.028,0.022,0.076,0.004,0.042,0.062
"pnyu7kthrFx5Hj8wdz4i",0.146,0.498,0.12,0.028,0.028,0.046,0.004,0.052,0.078
"pNzy7qDsAvRZeYV4g03X",0.124,0.154,0.368,0.062,0.058,0.068,0.026,0.048,0.092
"Po0Ye4lijn6xzvJ71WCO",0.218,0.132,0.134,0.084,0.034,0.11,0.058,0.076,0.154
"pO0yqUHTRrSv6ZWzEBMJ",0.158,0.196,0.454,0.022,0.024,0.038,0.02,0.034,0.054
"Po1HjaEGSXs4eumvADZd",0.216,0.152,0.096,0.16,0.026,0.1,0.038,0.084,0.128
"po42Bzs9u73Cf6SGANJI",0.158,0.082,0.06,0.158,0.038,0.136,0.038,0.142,0.188
"po42MFnYw9xhgCVEvIBy",0.14,0.182,0.41,0.026,0.052,0.046,0.022,0.056,0.066
"Po4pTYACG2dwUyNrab0z",0.17,0.066,0.078,0.158,0.036,0.156,0.06,0.12,0.156
"Po8ehajYcF9WR7pr2yfC",0.07,0.628,0.098,0.038,0.028,0.066,0.008,0.018,0.046
"poaciB5O89CR1XsjGMgI",0.02,0.022,0.872,0.012,0.018,0.01,0.012,0.022,0.012
"POBpo1ex4Z8quYzg9V52",0.046,0.01,0.026,0.132,0.034,0.05,0.538,0.13,0.034
"pOdQoWSwiRtNez46JZXj",0.132,0.42,0.178,0.04,0.036,0.066,0.004,0.052,0.072
"POeB63E8goTCtdL5mflD",0.116,0.538,0.186,0.03,0.026,0.036,0.012,0.016,0.04
"pOgIHqm5db4flVzBJ2QK",0.17,0.054,0.1,0.172,0.02,0.118,0.084,0.186,0.096
"POGiygk5sBCUMzfYNI6p",0.166,0.272,0.084,0.072,0.028,0.19,0.02,0.082,0.086
"PohCcT8W3mfjx17urzN4",0.196,0.19,0.336,0.052,0.046,0.048,0.018,0.028,0.086
"POi4FTnjJ7hkYZtfIpKe",0.156,0.198,0.094,0.14,0.046,0.148,0.024,0.072,0.122
"POIn1gGxFNCDZrqXBmsy",0.088,0.568,0.17,0.014,0.026,0.042,0.008,0.046,0.038
"PoLg1vArYOG4xQEKzlRk",0.16,0.154,0.38,0.056,0.07,0.044,0.024,0.06,0.052
"pOMVrKJS3ZRED0t5mby9",0.264,0.194,0.142,0.132,0.022,0.068,0.03,0.04,0.108
"poQYx0UqgK2NlkP3zaMR",0.228,0.078,0.082,0.124,0.028,0.172,0.064,0.12,0.104
"POr1tnwqv54IboSZUAgN",0.118,0.61,0.15,0.014,0.01,0.018,0.012,0.03,0.038
"Por2AjGNtmOYg5zw9b8d",0.144,0.028,0.032,0.118,0.022,0.078,0.07,0.418,0.09
"PoryaJiM1nHXCE3udBeT",0.05,0.038,0.014,0.082,0.024,0.054,0.046,0.648,0.044
"PoSe7OYsf1CmbIwunpU0",0.126,0.466,0.15,0.034,0.03,0.062,0.008,0.03,0.094
"POsugQ7k2HopNdEm6jGq",0.094,0.102,0.598,0.056,0.038,0.03,0.024,0.026,0.032
"pou5GjAiKw9QMsgVECf8",0.354,0.066,0.088,0.108,0.024,0.072,0.042,0.128,0.118
"PoVRYtiLZJzlaWQOAxTS",0.19,0.158,0.272,0.084,0.056,0.092,0.024,0.042,0.082
"pOwmbDktBS5JWVAPHz46",0.126,0.136,0.462,0.072,0.042,0.046,0.018,0.024,0.074
"pOx0AQSoZm983kNF1ird",0.178,0.186,0.288,0.064,0.03,0.084,0.012,0.064,0.094
"POxKopghRVvBu68Gf3wC",0.262,0.332,0.162,0.03,0.014,0.062,0.02,0.036,0.082
"PoXkQvMH9BZzpW60SbcO",0.09,0.026,0.012,0.092,0.02,0.08,0.068,0.53,0.082
"pOYJf4QmqazwtUxG3gj2",0.1,0.042,0.024,0.268,0.044,0.14,0.092,0.17,0.12
"pP0HKytlLqCVOz7eAYvR",0.084,0.63,0.1,0.024,0.014,0.068,0.002,0.024,0.054
"Pp5dMjgtxvfbreJXHhm1",0.126,0.568,0.098,0.026,0.034,0.044,0.01,0.056,0.038
"Pp5LHuG0vUrcR17I9kgM",0.202,0.23,0.138,0.062,0.018,0.138,0.038,0.074,0.1
"Pp9EnGwjh0OMVH2b7DBs",0.136,0.212,0.348,0.07,0.034,0.052,0.03,0.04,0.078
"PpAyvKWn0kwoeCZtSj95",0.2,0.188,0.278,0.072,0.056,0.092,0.006,0.062,0.046
"PpCxHI4Y5UqDt7eoySOj",0.112,0.518,0.132,0.024,0.018,0.074,0.012,0.044,0.066
"PpdNnYhmo2eTRx5ZiWA9",0.11,0.008,0.026,0.242,0.056,0.082,0.214,0.194,0.068
"PpH5xO1Nge3Ui7m6wnEB",0.202,0.082,0.074,0.116,0.018,0.216,0.038,0.086,0.168
"PpJmux3O28cnGLwDVzA9",0.146,0.168,0.382,0.086,0.058,0.024,0.014,0.05,0.072
"PpjwF720yGevBd39fRMm",0.178,0.248,0.232,0.042,0.014,0.08,0.03,0.052,0.124
"PpROIoek41LNEWg5n8DC",0.274,0.142,0.07,0.118,0.03,0.088,0.066,0.078,0.134
"pPs6vFZoeWQw9VS3JcGg",0.146,0.126,0.444,0.056,0.048,0.048,0.02,0.04,0.072
"PpueXviAE4zNj5rcVUZT",0.198,0.142,0.344,0.06,0.062,0.068,0.028,0.024,0.074
"pPV7o0UYmqvO4FH9edun",0.13,0.134,0.056,0.17,0.054,0.158,0.074,0.086,0.138
"Ppwg3xIDNLi6QaKJzhtr",0.082,0.606,0.106,0.026,0.016,0.07,0.008,0.034,0.052
"pPxR7hAbCtGaUyMJonTz",0.2,0.072,0.066,0.128,0.026,0.126,0.084,0.144,0.154
"pQ0AzlMNDIiuwXFkEKqH",0.212,0.162,0.218,0.066,0.02,0.068,0.02,0.054,0.18
"Pq5Swk1XFEAoTasGcnph",0.116,0.504,0.174,0.024,0.016,0.03,0.004,0.05,0.082
"pQ85YSIHG0UDJc4712Rt",0.086,0.06,0.07,0.254,0.044,0.13,0.092,0.19,0.074
"PQ86lZu73rCcOx5etIX1",0.218,0.286,0.15,0.028,0.018,0.088,0.03,0.048,0.134
"pq9DPbKTwXlinMHCaBuR",0.276,0.218,0.064,0.098,0.024,0.116,0.02,0.076,0.108
"pQaFMcstjE6qux1HhJnP",0.25,0.342,0.164,0.032,0.016,0.042,0.016,0.056,0.082
"PQbRXrWkO2eGxcp4CoMl",0.148,0.51,0.108,0.048,0.04,0.03,0.01,0.048,0.058
"pqbz6g9R1HkCvd2VBEP7",0.258,0.16,0.106,0.066,0.024,0.122,0.04,0.094,0.13
"PqdHhKLtT5lDbygFmxc8",0.154,0.168,0.42,0.062,0.034,0.044,0.016,0.024,0.078
"pQe6w78FqCfSkZDtETRi",0.066,0.632,0.112,0.024,0.024,0.062,0.018,0.034,0.028
"pQHFUBMiVKeWN8kh6PDo",0.124,0.536,0.126,0.04,0.03,0.034,0.012,0.046,0.052
"pQHSaG24FbVDdew9BsUT",0.144,0.162,0.422,0.038,0.044,0.046,0.022,0.084,0.038
"pQJdOxg4ABzDEqV1e5M3",0.09,0.156,0.462,0.054,0.032,0.026,0.064,0.056,0.06
"pqKZ5uX1c7QB0MFWN6PJ",0.132,0.076,0.114,0.118,0.038,0.126,0.13,0.114,0.152
"PqMcYilsXmoU9ZbutefH",0.29,0.226,0.148,0.074,0.012,0.1,0.04,0.024,0.086
"pQMOmg6JjqGCTFWPUiuv",0.292,0.226,0.122,0.05,0.016,0.104,0.004,0.046,0.14
"pqmxfQht9UoFg7RGBZJe",0.106,0.63,0.116,0.02,0.018,0.028,0.004,0.032,0.046
"pQnJzGOUPZbXfHBCh547",0.18,0.042,0.066,0.172,0.034,0.148,0.07,0.1,0.188
"PqNyK9iF3QO8w7xcljpr",0.214,0.274,0.114,0.046,0.01,0.1,0.008,0.056,0.178
"PqoMGQ7CmE94DbytWTdn",0.24,0.2,0.108,0.1,0.032,0.082,0.018,0.066,0.154
"pqQU90Lt7EDkf1yHeX8d",0.106,0.132,0.466,0.076,0.05,0.052,0.016,0.03,0.072
"pqR1GZFfJCj4W5dUzkOm",0.22,0.358,0.156,0.034,0.016,0.064,0.012,0.032,0.108
"PQTzfg3iRxvCNoplWetU",0.164,0.06,0.072,0.134,0.034,0.152,0.102,0.152,0.13
"PqUFktMJg91dyn24xrGB",0.148,0.238,0.386,0.034,0.04,0.042,0.014,0.034,0.064
"pquMQyJtsi2FhLgPEcN1",0.108,0.062,0.652,0.044,0.026,0.03,0.01,0.028,0.04
"pQVK3B2FuoDEcNe7jxd9",0.156,0.228,0.314,0.074,0.042,0.07,0.02,0.038,0.058
"PR4vSONBA08wnr5FciuK",0.106,0.54,0.13,0.022,0.012,0.074,0.008,0.06,0.048
"pR50lQIajVCgt7BF2vOX",0.128,0.208,0.312,0.052,0.028,0.098,0.028,0.046,0.1
"pR5go0HCP2yMOWhwcimS",0.118,0.022,0.032,0.136,0.032,0.078,0.11,0.382,0.09
"pr5VXqnYkNgRSvAW37HB",0.134,0.53,0.12,0.03,0.01,0.02,0.026,0.046,0.084
"pR8iA3TCfUg51dW40jka",0.358,0.124,0.104,0.046,0.022,0.12,0.032,0.088,0.106
"pRabf1U6iHhDMyXdzknj",0.136,0.278,0.108,0.078,0.03,0.154,0.046,0.082,0.088
"pRANFgu4kd83yHBrhnK1",0.124,0.02,0.024,0.12,0.058,0.096,0.068,0.378,0.112
"PRc9erf1Sv5luH8MxKQp",0.27,0.216,0.128,0.058,0.02,0.104,0.018,0.066,0.12
"prcYJeIQab95Z7AKjEFR",0.182,0.432,0.132,0.042,0.01,0.062,0.024,0.04,0.076
"Prd3DRFHEShfYKGlUCNj",0.156,0.168,0.26,0.08,0.064,0.078,0.046,0.082,0.066
"pRdzweDZUcCavsVEAh0n",0.272,0.132,0.18,0.07,0.012,0.084,0.04,0.076,0.134
"pRFhWPLHYnkx3KVE15yv",0.14,0.116,0.574,0.03,0.032,0.036,0.008,0.024,0.04
"PRgoLMVOnsr6ZT4Hypwv",0.114,0.148,0.048,0.172,0.046,0.164,0.064,0.126,0.118
"privJ21d4bADFwtqIVa3",0.126,0.132,0.072,0.248,0.09,0.106,0.032,0.086,0.108
"PRmAV2Of0WylU56KwjGq",0.258,0.2,0.116,0.072,0.024,0.082,0.024,0.108,0.116
"prn4MDWPhCIelc6fsqOL",0.116,0.196,0.412,0.042,0.044,0.034,0.032,0.03,0.094
"pRPcIJ5eA7MjVbXd09tg",0.14,0.11,0.4,0.082,0.07,0.04,0.038,0.042,0.078
"pRT6jOU80dc4Eub7xsme",0.082,0.014,0.032,0.226,0.052,0.148,0.192,0.172,0.082
"pRTZAuSDn5yvz7WgtNsh",0.166,0.03,0.026,0.142,0.026,0.098,0.09,0.308,0.114
"pru7xNaG6WTIvOth4fqS",0.138,0.324,0.216,0.05,0.024,0.08,0.01,0.074,0.084
"Prub7vYtoB9wq631l0LJ",0.158,0.526,0.104,0.034,0.038,0.042,0.002,0.034,0.062
"prulGvHKasnLie2P7DNY",0.152,0.52,0.07,0.036,0.014,0.082,0.014,0.038,0.074
"pRY35TJIieW7h9f8xcgo",0.132,0.144,0.41,0.062,0.06,0.044,0.024,0.062,0.062
"pRYw8y9aZPscxk1Cv7el",0.188,0.184,0.348,0.05,0.056,0.06,0.012,0.024,0.078
"pRzCbvy5DwuVqUr6cGPa",0.128,0.194,0.376,0.044,0.038,0.072,0.018,0.046,0.084
"PSAKpJsqn7FErBQDfvOb",0.112,0.288,0.156,0.08,0.032,0.118,0.054,0.082,0.078
"pselIh0votM8FrcYqfyJ",0.124,0.102,0.596,0.036,0.022,0.04,0.024,0.018,0.038
"Psfb0ZiMJGckrt5U6WTF",0.134,0.166,0.434,0.05,0.062,0.048,0.014,0.038,0.054
"psgR5QPkbZJI74OKWcru",0.296,0.204,0.1,0.046,0.036,0.078,0.02,0.096,0.124
"pSHkfian5vxBtbPz2LOC",0.12,0.556,0.11,0.024,0.022,0.068,0.004,0.042,0.054
"pSHNeJIyRG4cakMW3Zwv",0.06,0.646,0.11,0.02,0.014,0.05,0.012,0.056,0.032
"psjD2AxOHoI5CTF6nwqS",0.076,0.01,0.036,0.154,0.034,0.052,0.428,0.16,0.05
"PSq3kl1Za2RAJiHfMKLn",0.158,0.02,0.024,0.1,0.026,0.056,0.056,0.442,0.118
"pStfIAiXJGkvy0w19aKU",0.142,0.146,0.434,0.06,0.032,0.034,0.036,0.06,0.056
"pstzEvyelFLSVWhMUuBg",0.086,0.11,0.582,0.026,0.038,0.036,0.018,0.05,0.054
"PsvIOyxJYnLA9bqzSZui",0.126,0.488,0.114,0.054,0.018,0.07,0.012,0.038,0.08
"pSXaItVnf1U6vOxCF9qN",0.16,0.216,0.298,0.056,0.056,0.076,0.024,0.054,0.06
"pSxvKwntoY8UD0XeR3zJ",0.124,0.116,0.178,0.132,0.12,0.072,0.048,0.072,0.138
"PSy3A6oszMUt0NqZ27iV",0.14,0.082,0.132,0.188,0.054,0.088,0.044,0.114,0.158
"PSyvK29IDbG6UtnH14RL",0.102,0.134,0.51,0.038,0.046,0.072,0.012,0.034,0.052
"pT1q4mvR9F8ProECdsJK",0.14,0.234,0.242,0.106,0.056,0.102,0.006,0.042,0.072
"Pt6Mkq2cesLruxXRKA5I",0.096,0.514,0.146,0.036,0.034,0.064,0.01,0.048,0.052
"Pt9QlBquVAOdS7Wy1Nc8",0.122,0.016,0.012,0.272,0.034,0.106,0.136,0.176,0.126
"ptE2VsAcXlzRMyBKJ56F",0.118,0.568,0.17,0.012,0.018,0.04,0.018,0.018,0.038
"PTH5yQ0D3tewzfqhkJdA",0.156,0.028,0.054,0.19,0.034,0.104,0.114,0.22,0.1
"PThO6ZqoHE7iJAB3pwmR",0.264,0.228,0.148,0.036,0.014,0.058,0.03,0.062,0.16
"PTjC4oiqZaEKOzLJshpv",0.202,0.15,0.116,0.068,0.032,0.106,0.022,0.136,0.168
"ptmxgfdYLSbaC1l98wqc",0.196,0.246,0.168,0.034,0.012,0.064,0.012,0.052,0.216
"PTUCNAKHLci46fIyZFpY",0.172,0.084,0.054,0.136,0.028,0.236,0.076,0.076,0.138
"PTUxbplZora96m2EgIMj",0.056,0.016,0.034,0.052,0.018,0.064,0.622,0.092,0.046
"ptwPMqoFkUTSEArjVcfO",0.158,0.492,0.114,0.028,0.034,0.048,0.014,0.034,0.078
"ptwQOJrevDxf6mu2CZcK",0.096,0.198,0.438,0.044,0.036,0.066,0.02,0.03,0.072
"PTWzH2hoR5nYjrZmkC7V",0.086,0.02,0.012,0.074,0.038,0.06,0.042,0.594,0.074
"PTxeKzEGFn8JuascobNA",0.14,0.482,0.116,0.038,0.018,0.092,0.01,0.03,0.074
"pTZh3OJlM2B0bvnod7zu",0.09,0.63,0.134,0.016,0.016,0.044,0.008,0.024,0.038
"pU2blaonY98wxiByS3dZ",0.124,0.156,0.462,0.046,0.034,0.022,0.02,0.032,0.104
"PU2Vt1rB3WcJdy60Kvjg",0.018,0.024,0.88,0.014,0.01,0.01,0.014,0.016,0.014
"Pu2VzC3kd8qEnfwhW7Hs",0.098,0.074,0.058,0.22,0.052,0.11,0.176,0.118,0.094
"PU4CA8KVmSg25hQb1G6k",0.266,0.054,0.064,0.132,0.04,0.152,0.05,0.118,0.124
"pU6mWVhnkPrLdgFRGa5j",0.138,0.152,0.394,0.054,0.046,0.054,0.022,0.064,0.076
"pU7n6Cs5RfmFibEajuh2",0.058,0.014,0.018,0.062,0.028,0.032,0.636,0.102,0.05
"pU8lDVjNascqhKfW9woe",0.122,0.478,0.134,0.048,0.014,0.086,0.006,0.044,0.068
"pU8m5LQaShiTj9AE7Rc2",0.18,0.506,0.122,0.028,0.01,0.042,0.01,0.008,0.094
"pUb6KiXfTkRz93lmN7y0",0.234,0.216,0.142,0.038,0.024,0.064,0.024,0.082,0.176
"PUBqo4ihtNef6JvIKHDR",0.266,0.064,0.066,0.128,0.032,0.118,0.084,0.142,0.1
"pubwCL0AW7eyXJmsc5N9",0.15,0.232,0.334,0.07,0.038,0.08,0.01,0.028,0.058
"PUDbv7RSilxBWLkt6fVO",0.09,0.024,0.02,0.242,0.038,0.14,0.15,0.19,0.106
"pUEswilo8q64DIV1mCjJ",0.132,0.504,0.106,0.04,0.022,0.084,0.018,0.042,0.052
"pUFAzsLh8cyP4nHZYTrC",0.176,0.402,0.17,0.026,0.024,0.04,0.018,0.046,0.098
"pUfEyndFlq4kO8ajvb0I",0.1,0.594,0.13,0.014,0.028,0.022,0.01,0.058,0.044
"pufq6Zz3oTAd2WiP9YS1",0.308,0.152,0.106,0.076,0.018,0.088,0.04,0.092,0.12
"PuFZhK062ETyOR8nqkt4",0.21,0.234,0.098,0.05,0.032,0.104,0.026,0.052,0.194
"pUg94BSjxAkzDvWLNRZq",0.184,0.326,0.168,0.034,0.014,0.066,0.006,0.062,0.14
"PUOJbup7j8o3k2msgf5H",0.308,0.124,0.09,0.074,0.024,0.128,0.044,0.092,0.116
"PUsVeRmaKZ40tEwJqF8T",0.238,0.25,0.108,0.114,0.022,0.084,0.032,0.042,0.11
"PUSxdvDTlrOuIqpge6ML",0.098,0.044,0.02,0.118,0.022,0.1,0.054,0.468,0.076
"PUTB9xWj56g2VG0LEMpQ",0.098,0.468,0.12,0.056,0.012,0.076,0.026,0.05,0.094
"PUvr2qtnQ8WSyIiJVBNA",0.104,0.112,0.076,0.168,0.036,0.132,0.118,0.18,0.074
"PUvRuc9Q8FyC61A4HTfs",0.13,0.242,0.384,0.05,0.048,0.026,0.012,0.04,0.068
"pV0soDAdwgtLBS7CNnWU",0.134,0.398,0.328,0.014,0.016,0.024,0.002,0.022,0.062
"Pv4eaymRObKEcnCtwSrM",0.142,0.114,0.502,0.026,0.036,0.05,0.026,0.058,0.046
"pV9G73j2frUbud8NZJCD",0.114,0.044,0.012,0.112,0.034,0.09,0.098,0.398,0.098
"PVb4nKX0eHklZ6MGmux3",0.152,0.14,0.4,0.068,0.054,0.026,0.042,0.038,0.08
"PVbK4A1uOFlxQnXvfjN6",0.114,0.12,0.56,0.044,0.038,0.034,0.018,0.032,0.04
"PVboFcUB2Ex3ahC8IfTg",0.14,0.484,0.136,0.028,0.026,0.044,0.008,0.02,0.114
"pVC30jrUSbsl1NDAfYQB",0.114,0.504,0.126,0.05,0.018,0.084,0.03,0.02,0.054
"PvDzjYaGTcVdx70E3Cql",0.126,0.218,0.42,0.056,0.034,0.034,0.03,0.022,0.06
"PVeiuZkrYq9HXlzwUIs6",0.134,0.14,0.432,0.044,0.06,0.052,0.034,0.03,0.074
"PvfNSWZimjKcY2IpGxkl",0.38,0.142,0.132,0.062,0.014,0.124,0.018,0.056,0.072
"pvgMPFS7C9zasWTryKQB",0.096,0.622,0.146,0.02,0.008,0.048,0.004,0.03,0.026
"PVJ6ydlKatzWqRNrMmAo",0.154,0.166,0.448,0.044,0.046,0.062,0.016,0.028,0.036
"PVjQoEmscTXf4ehyaRFt",0.086,0.092,0.054,0.202,0.032,0.21,0.092,0.136,0.096
"PVK6XEd7xwB5An4URrza",0.124,0.514,0.088,0.044,0.03,0.058,0.006,0.062,0.074
"pvlMT0xCNGHKaYefzijX",0.096,0.166,0.502,0.028,0.048,0.044,0.02,0.044,0.052
"PvMLisVcTqIEkjQYel60",0.162,0.422,0.166,0.042,0.012,0.052,0.012,0.052,0.08
"pVomnyUheusQSwi4vPDR",0.278,0.24,0.108,0.06,0.016,0.094,0.02,0.058,0.126
"pvquW7sAt3NXJynH4Mw9",0.134,0.052,0.068,0.15,0.026,0.164,0.116,0.12,0.17
"pVR2yJs5XdMOvrx8z0YU",0.104,0.128,0.392,0.066,0.062,0.066,0.04,0.052,0.09
"Pvrszdce7tZoBH9EwUxN",0.236,0.148,0.17,0.1,0.03,0.088,0.058,0.052,0.118
"PVSe9ipqxyLNXz6maDIf",0.1,0.154,0.408,0.046,0.05,0.072,0.024,0.082,0.064
"PVsKtaxj2Elwq5OMI3dR",0.376,0.066,0.102,0.07,0.01,0.1,0.038,0.1,0.138
"PvV7NjX5WnsCwufo2Ba4",0.116,0.146,0.362,0.066,0.052,0.052,0.042,0.054,0.11
"PvWafqxz4r7gApt8dK9B",0.096,0.048,0.026,0.284,0.054,0.162,0.06,0.196,0.074
"pVY5x0juqKwhaOID1mLr",0.282,0.38,0.144,0.02,0.016,0.046,0.014,0.018,0.08
"PWBAaZQhOnDHk8yl30rw",0.138,0.048,0.05,0.198,0.056,0.142,0.072,0.152,0.144
"PWBN48cwXCAn5rTYyzM3",0.262,0.236,0.124,0.084,0.028,0.094,0.038,0.06,0.074
"pwBTcC4aNvfqibRFx7u8",0.316,0.16,0.09,0.112,0.014,0.124,0.028,0.08,0.076
"PwE536sYxBIcNzS8r1Ta",0.18,0.05,0.1,0.152,0.024,0.108,0.09,0.154,0.142
"pwHfeV94q6cZKUjJkXFh",0.14,0.168,0.104,0.178,0.044,0.116,0.014,0.134,0.102
"pwJAhfg63ZuIWzGojanF",0.126,0.084,0.076,0.126,0.032,0.22,0.058,0.14,0.138
"Pwjqp37U8CKtVirZOLMm",0.146,0.07,0.05,0.122,0.022,0.29,0.07,0.136,0.094
"PwkGiRsocI3KZWSXM9tq",0.09,0.028,0.026,0.09,0.034,0.054,0.064,0.542,0.072
"Pwkn1YFcf7SHhEAMqxG4",0.146,0.114,0.456,0.046,0.042,0.058,0.032,0.034,0.072
"PwnIrH8xiEyGdK2pgQOB",0.1,0.15,0.46,0.066,0.034,0.06,0.048,0.034,0.048
"PwtJN89kbzr3dq1KCxOm",0.22,0.24,0.122,0.046,0.028,0.094,0.014,0.078,0.158
"pwTUzaoYlSN2CntgG8qP",0.124,0.182,0.424,0.044,0.052,0.042,0.028,0.036,0.068
"PWUZy0XpAeuNltcdiIzs",0.086,0.594,0.152,0.014,0.024,0.026,0.012,0.036,0.056
"pWXvzMP1Jw07NxkcaObS",0.178,0.194,0.372,0.05,0.032,0.048,0.02,0.032,0.074
"pWYHJLaGk16ler8NiXOB",0.064,0.012,0.034,0.094,0.01,0.078,0.538,0.14,0.03
"PWyjqimOVzvUt9waG0dM",0.152,0.2,0.292,0.086,0.034,0.088,0.024,0.072,0.052
"PWzrOaUQKGl0v6tpxBF9",0.218,0.248,0.142,0.05,0.012,0.074,0.012,0.058,0.186
"PX04Og9SudUAlaCenFIb",0.206,0.46,0.094,0.03,0.024,0.054,0.022,0.032,0.078
"px1INfbeqKRVkWSMyECU",0.186,0.024,0.046,0.204,0.05,0.106,0.058,0.178,0.148
"PxA38arU7IJ41o2bjids",0.18,0.102,0.05,0.138,0.034,0.222,0.046,0.102,0.126
"pxAkmadJNtyC6QLXiV7O",0.132,0.13,0.086,0.174,0.048,0.152,0.056,0.126,0.096
"pxbGDCyE1WQemvsVF8Oo",0.132,0.564,0.112,0.022,0.028,0.034,0.012,0.03,0.066
"PXBqbz0CGDd2R1TVjsuf",0.224,0.294,0.128,0.02,0.014,0.074,0.016,0.06,0.17
"pxdeRGJ1Z5ngTOS3Cfwl",0.24,0.084,0.058,0.146,0.036,0.136,0.062,0.09,0.148
"pXE96sa8UmebY4kL7jNi",0.138,0.176,0.414,0.056,0.04,0.058,0.02,0.048,0.05
"pxEVyt7DFmXhWAqdewQf",0.16,0.454,0.07,0.032,0.02,0.106,0.022,0.058,0.078
"pxg4odzVP5Fn1ZsWw3CA",0.128,0.304,0.114,0.094,0.026,0.126,0.042,0.094,0.072
"PXiNeb3YsGkJIRUOKD5L",0.058,0.654,0.106,0.032,0.02,0.054,0.004,0.044,0.028
"pXlbrKzf6uPjZTAQtRLk",0.176,0.426,0.196,0.008,0.026,0.05,0.008,0.026,0.084
"PXlY9FcC0o8pxRLjenO1",0.116,0.236,0.396,0.026,0.028,0.056,0.042,0.05,0.05
